m,seed,task,dataset,method,mae
1,6,legalbench:subset=proa,legalbench,sample,0.20531975099037914
1,6,legalbench:subset=proa,legalbench,pkps,0.11887689968881779
1,6,legalbench:subset=proa,legalbench,ens,0.10655668610536223
1,6,legalbench:subset=proa,legalbench,irt,0.16096115845896108
1,6,math:subject=algebra,math,sample,0.25340501792114695
1,6,math:subject=algebra,math,pkps,0.2126420443581649
1,6,math:subject=algebra,math,ens,0.18407880246123082
1,6,math:subject=algebra,math,irt,0.32571704077998703
1,6,math:subject=counting_and_probability,math,sample,0.3181692859112214
1,6,math:subject=counting_and_probability,math,pkps,0.20161180658847563
1,6,math:subject=counting_and_probability,math,ens,0.1723864224463251
1,6,math:subject=counting_and_probability,math,irt,0.2987987315934241
1,6,math:subject=geometry,math,sample,0.41199773627617425
1,6,math:subject=geometry,math,pkps,0.19178933369471968
1,6,math:subject=geometry,math,ens,0.16772919555249474
1,6,math:subject=geometry,math,irt,0.4537052286051843
1,6,math:subject=intermediate_algebra,math,sample,0.3523573200992556
1,6,math:subject=intermediate_algebra,math,pkps,0.20517345438566154
1,6,math:subject=intermediate_algebra,math,ens,0.16857897746041223
1,6,math:subject=intermediate_algebra,math,irt,0.3429479499658253
1,6,math:subject=number_theory,math,sample,0.3315412186379928
1,6,math:subject=number_theory,math,pkps,0.20924088283201495
1,6,math:subject=number_theory,math,ens,0.18989650936379568
1,6,math:subject=number_theory,math,irt,0.2979050012946905
1,6,math:subject=prealgebra,math,sample,0.2901975493873468
1,6,math:subject=prealgebra,math,pkps,0.205817520332116
1,6,math:subject=prealgebra,math,ens,0.1708456662682423
1,6,math:subject=prealgebra,math,irt,0.3715486737588387
1,6,math:subject=precalculus,math,sample,0.37125070741369554
1,6,math:subject=precalculus,math,pkps,0.18517458064295333
1,6,math:subject=precalculus,math,ens,0.16163808478343653
1,6,math:subject=precalculus,math,irt,0.32624335656946074
1,6,med_qa,med_qa,sample,0.4215949820788531
1,6,med_qa,med_qa,pkps,0.1287841369528143
1,6,med_qa,med_qa,ens,0.13222243089059849
1,6,med_qa,med_qa,irt,0.5861065147853376
1,6,wmt_14:language_pair=cs-en,wmt_14,sample,0.12328738151110484
1,6,wmt_14:language_pair=cs-en,wmt_14,pkps,0.05901305599493194
1,6,wmt_14:language_pair=cs-en,wmt_14,ens,0.05229805396524364
1,6,wmt_14:language_pair=de-en,wmt_14,sample,0.1388288188531037
1,6,wmt_14:language_pair=de-en,wmt_14,pkps,0.0377285307167567
1,6,wmt_14:language_pair=de-en,wmt_14,ens,0.043691261652360674
1,6,wmt_14:language_pair=fr-en,wmt_14,sample,0.14312342417196441
1,6,wmt_14:language_pair=fr-en,wmt_14,pkps,0.02447198350212718
1,6,wmt_14:language_pair=fr-en,wmt_14,ens,0.03623073317608751
1,6,wmt_14:language_pair=hi-en,wmt_14,sample,0.1537418875953799
1,6,wmt_14:language_pair=hi-en,wmt_14,pkps,0.09243326281379005
1,6,wmt_14:language_pair=hi-en,wmt_14,ens,0.08191024320071626
1,6,wmt_14:language_pair=ru-en,wmt_14,sample,0.1649053662035461
1,6,wmt_14:language_pair=ru-en,wmt_14,pkps,0.07551644853164567
1,6,wmt_14:language_pair=ru-en,wmt_14,ens,0.07258831209171528
1,7,legalbench:subset=abercrombie,legalbench,sample,0.4421052631578948
1,7,legalbench:subset=abercrombie,legalbench,pkps,0.1585280313115105
1,7,legalbench:subset=abercrombie,legalbench,ens,0.15497128299815374
1,7,legalbench:subset=abercrombie,legalbench,irt,0.3583295795115927
1,7,legalbench:subset=corporate_lobbying,legalbench,sample,0.3481182795698924
1,7,legalbench:subset=corporate_lobbying,legalbench,pkps,0.18148651361589757
1,7,legalbench:subset=corporate_lobbying,legalbench,ens,0.16410735432400766
1,7,legalbench:subset=corporate_lobbying,legalbench,irt,0.17221762589644882
1,7,legalbench:subset=function_of_decision_section,legalbench,sample,0.4446236559139785
1,7,legalbench:subset=function_of_decision_section,legalbench,pkps,0.09052119692387878
1,7,legalbench:subset=function_of_decision_section,legalbench,ens,0.09809288172013299
1,7,legalbench:subset=function_of_decision_section,legalbench,irt,0.38861644106066545
1,7,legalbench:subset=international_citizenship_questions,legalbench,sample,0.4427419354838709
1,7,legalbench:subset=international_citizenship_questions,legalbench,pkps,0.13631452237668262
1,7,legalbench:subset=international_citizenship_questions,legalbench,ens,0.12202131442768226
1,7,legalbench:subset=international_citizenship_questions,legalbench,irt,0.5604143627179886
1,7,legalbench:subset=proa,legalbench,sample,0.21131861912846633
1,7,legalbench:subset=proa,legalbench,pkps,0.12649280681836828
1,7,legalbench:subset=proa,legalbench,ens,0.12117273048837722
1,7,legalbench:subset=proa,legalbench,irt,0.26874771174214135
1,7,math:subject=algebra,math,sample,0.26093189964157704
1,7,math:subject=algebra,math,pkps,0.19933312150604754
1,7,math:subject=algebra,math,ens,0.17644210527643206
1,7,math:subject=algebra,math,irt,0.21988328821863357
1,7,math:subject=counting_and_probability,math,sample,0.3303005238489109
1,7,math:subject=counting_and_probability,math,pkps,0.18542382474738536
1,7,math:subject=counting_and_probability,math,ens,0.16497268501131201
1,7,math:subject=counting_and_probability,math,irt,0.5977866688270891
1,7,math:subject=geometry,math,sample,0.3808715336728919
1,7,math:subject=geometry,math,pkps,0.16899600835923706
1,7,math:subject=geometry,math,ens,0.15239360083698694
1,7,math:subject=geometry,math,irt,0.44242703311646253
1,7,math:subject=intermediate_algebra,math,sample,0.3651778329197684
1,7,math:subject=intermediate_algebra,math,pkps,0.18714553033984346
1,7,math:subject=intermediate_algebra,math,ens,0.16377008476124666
1,7,math:subject=intermediate_algebra,math,irt,0.4593067843697306
1,7,math:subject=number_theory,math,sample,0.3200716845878136
1,7,math:subject=number_theory,math,pkps,0.21201891761040373
1,7,math:subject=number_theory,math,ens,0.18098289255034455
1,7,math:subject=number_theory,math,irt,0.2311200021604224
1,7,math:subject=prealgebra,math,sample,0.27919479869967495
1,7,math:subject=prealgebra,math,pkps,0.18615989957407078
1,7,math:subject=prealgebra,math,ens,0.1685036112828063
1,7,math:subject=prealgebra,math,irt,0.5866649528286061
1,7,math:subject=precalculus,math,sample,0.3855876249764196
1,7,math:subject=precalculus,math,pkps,0.18236636215783691
1,7,math:subject=precalculus,math,ens,0.17004207197465362
1,7,math:subject=precalculus,math,irt,0.43420822236711143
1,7,med_qa,med_qa,sample,0.4447132616487455
1,7,med_qa,med_qa,pkps,0.12593728140808622
1,7,med_qa,med_qa,ens,0.126104506462082
1,7,med_qa,med_qa,irt,0.38541436271798857
1,7,wmt_14:language_pair=cs-en,wmt_14,sample,0.11154496591692516
1,7,wmt_14:language_pair=cs-en,wmt_14,pkps,0.06525561681054237
1,7,wmt_14:language_pair=cs-en,wmt_14,ens,0.06276797810751387
1,7,wmt_14:language_pair=de-en,wmt_14,sample,0.14690690453570812
1,7,wmt_14:language_pair=de-en,wmt_14,pkps,0.03982529856632614
1,7,wmt_14:language_pair=de-en,wmt_14,ens,0.03863066235412526
1,7,wmt_14:language_pair=fr-en,wmt_14,sample,0.13517357949349
1,7,wmt_14:language_pair=fr-en,wmt_14,pkps,0.02340023931701369
1,7,wmt_14:language_pair=fr-en,wmt_14,ens,0.028621007619984058
1,7,wmt_14:language_pair=hi-en,wmt_14,sample,0.1413216607645211
1,7,wmt_14:language_pair=hi-en,wmt_14,pkps,0.1020725465456689
1,7,wmt_14:language_pair=hi-en,wmt_14,ens,0.08664714607228365
1,7,wmt_14:language_pair=ru-en,wmt_14,sample,0.14945859508123585
1,7,wmt_14:language_pair=ru-en,wmt_14,pkps,0.07682310918230356
1,7,wmt_14:language_pair=ru-en,wmt_14,ens,0.06859813363465722
1,8,legalbench:subset=abercrombie,legalbench,sample,0.41369552914544416
1,8,legalbench:subset=abercrombie,legalbench,pkps,0.17340359886784204
1,8,legalbench:subset=abercrombie,legalbench,ens,0.1569523696328737
1,8,legalbench:subset=abercrombie,legalbench,irt,0.5228024212180862
1,8,legalbench:subset=corporate_lobbying,legalbench,sample,0.3339605734767025
1,8,legalbench:subset=corporate_lobbying,legalbench,pkps,0.15460970098561286
1,8,legalbench:subset=corporate_lobbying,legalbench,ens,0.13470507404893461
1,8,legalbench:subset=corporate_lobbying,legalbench,irt,0.18124769605132196
1,8,legalbench:subset=function_of_decision_section,legalbench,sample,0.4222222222222221
1,8,legalbench:subset=function_of_decision_section,legalbench,pkps,0.07804306022644647
1,8,legalbench:subset=function_of_decision_section,legalbench,ens,0.1008970297311794
1,8,legalbench:subset=function_of_decision_section,legalbench,irt,0.46917199661622105
1,8,legalbench:subset=international_citizenship_questions,legalbench,sample,0.45905017921146957
1,8,legalbench:subset=international_citizenship_questions,legalbench,pkps,0.1321237960824802
1,8,legalbench:subset=international_citizenship_questions,legalbench,ens,0.141104965895116
1,8,legalbench:subset=international_citizenship_questions,legalbench,irt,0.5240499548853003
1,8,legalbench:subset=proa,legalbench,sample,0.21097906055461238
1,8,legalbench:subset=proa,legalbench,pkps,0.13320582748711873
1,8,legalbench:subset=proa,legalbench,ens,0.12222502109891716
1,8,legalbench:subset=proa,legalbench,irt,0.1210503276302693
1,8,math:subject=algebra,math,sample,0.24301075268817207
1,8,math:subject=algebra,math,pkps,0.22071305702288616
1,8,math:subject=algebra,math,ens,0.18017539240942906
1,8,math:subject=algebra,math,irt,0.15806088550510997
1,8,math:subject=counting_and_probability,math,sample,0.3788254755996691
1,8,math:subject=counting_and_probability,math,pkps,0.21507471728612843
1,8,math:subject=counting_and_probability,math,ens,0.20691302246238485
1,8,math:subject=counting_and_probability,math,irt,0.6358951319487578
1,8,math:subject=geometry,math,sample,0.40860215053763443
1,8,math:subject=geometry,math,pkps,0.19128933911724538
1,8,math:subject=geometry,math,ens,0.16719061890410136
1,8,math:subject=geometry,math,irt,0.5421029592092167
1,8,math:subject=intermediate_algebra,math,sample,0.35194375516956156
1,8,math:subject=intermediate_algebra,math,pkps,0.20667787006940264
1,8,math:subject=intermediate_algebra,math,ens,0.18030029799292
1,8,math:subject=intermediate_algebra,math,irt,0.3653823114359373
1,8,math:subject=number_theory,math,sample,0.30430107526881717
1,8,math:subject=number_theory,math,pkps,0.22613096123387297
1,8,math:subject=number_theory,math,ens,0.19042678602453333
1,8,math:subject=number_theory,math,irt,0.31553491395125105
1,8,math:subject=prealgebra,math,sample,0.29594898724681173
1,8,math:subject=prealgebra,math,pkps,0.21430112318511416
1,8,math:subject=prealgebra,math,ens,0.19034822272367347
1,8,math:subject=prealgebra,math,irt,0.20011514907100145
1,8,math:subject=precalculus,math,sample,0.3627617430673459
1,8,math:subject=precalculus,math,pkps,0.18612063787284205
1,8,math:subject=precalculus,math,ens,0.16236874506866322
1,8,math:subject=precalculus,math,irt,0.3276987471517244
1,8,med_qa,med_qa,sample,0.4275089605734767
1,8,med_qa,med_qa,pkps,0.11984142682420336
1,8,med_qa,med_qa,ens,0.11707787840929469
1,8,med_qa,med_qa,irt,0.2906752760227082
1,8,wmt_14:language_pair=cs-en,wmt_14,sample,0.12365097097247099
1,8,wmt_14:language_pair=cs-en,wmt_14,pkps,0.059675961214701215
1,8,wmt_14:language_pair=cs-en,wmt_14,ens,0.052233025765825475
1,8,wmt_14:language_pair=de-en,wmt_14,sample,0.14699703725215166
1,8,wmt_14:language_pair=de-en,wmt_14,pkps,0.04033323961643696
1,8,wmt_14:language_pair=de-en,wmt_14,ens,0.04585917313006256
1,8,wmt_14:language_pair=fr-en,wmt_14,sample,0.15882395092733764
1,8,wmt_14:language_pair=fr-en,wmt_14,pkps,0.024739153740225003
1,8,wmt_14:language_pair=fr-en,wmt_14,ens,0.038453959088191006
1,8,wmt_14:language_pair=hi-en,wmt_14,sample,0.15522449035895053
1,8,wmt_14:language_pair=hi-en,wmt_14,pkps,0.10472932455615731
1,8,wmt_14:language_pair=hi-en,wmt_14,ens,0.0882891126054873
1,8,wmt_14:language_pair=ru-en,wmt_14,sample,0.13615178101243994
1,8,wmt_14:language_pair=ru-en,wmt_14,pkps,0.07022772090466158
1,8,wmt_14:language_pair=ru-en,wmt_14,ens,0.0635056175654794
1,9,legalbench:subset=abercrombie,legalbench,sample,0.4362195812110922
1,9,legalbench:subset=abercrombie,legalbench,pkps,0.16223771917246613
1,9,legalbench:subset=abercrombie,legalbench,ens,0.15165328634959918
1,9,legalbench:subset=abercrombie,legalbench,irt,0.3304293065577415
1,9,legalbench:subset=corporate_lobbying,legalbench,sample,0.3379032258064516
1,9,legalbench:subset=corporate_lobbying,legalbench,pkps,0.1242857273389218
1,9,legalbench:subset=corporate_lobbying,legalbench,ens,0.1152701653982386
1,9,legalbench:subset=corporate_lobbying,legalbench,irt,0.7562476960513219
1,9,legalbench:subset=function_of_decision_section,legalbench,sample,0.42508960573476706
1,9,legalbench:subset=function_of_decision_section,legalbench,pkps,0.07682325969973128
1,9,legalbench:subset=function_of_decision_section,legalbench,ens,0.10197816669602604
1,9,legalbench:subset=function_of_decision_section,legalbench,irt,0.2541643627179886
1,9,legalbench:subset=international_citizenship_questions,legalbench,sample,0.43844086021505374
1,9,legalbench:subset=international_citizenship_questions,legalbench,pkps,0.11419730615465759
1,9,legalbench:subset=international_citizenship_questions,legalbench,ens,0.11606812631583106
1,9,legalbench:subset=international_citizenship_questions,legalbench,irt,0.49279995488530026
1,9,legalbench:subset=proa,legalbench,sample,0.19524617996604415
1,9,legalbench:subset=proa,legalbench,pkps,0.11125864559597219
1,9,legalbench:subset=proa,legalbench,ens,0.0990769430580323
1,9,legalbench:subset=proa,legalbench,irt,0.2903312836005264
1,9,math:subject=algebra,math,sample,0.2564516129032258
1,9,math:subject=algebra,math,pkps,0.22671599443869206
1,9,math:subject=algebra,math,ens,0.19342996254142727
1,9,math:subject=algebra,math,irt,0.11666207034089322
1,9,math:subject=counting_and_probability,math,sample,0.3118279569892473
1,9,math:subject=counting_and_probability,math,pkps,0.21616476874084614
1,9,math:subject=counting_and_probability,math,ens,0.17754707927583807
1,9,math:subject=counting_and_probability,math,irt,0.3418780379316639
1,9,math:subject=geometry,math,sample,0.41482739105829086
1,9,math:subject=geometry,math,pkps,0.19765975786678192
1,9,math:subject=geometry,math,ens,0.1831881952231007
1,9,math:subject=geometry,math,irt,0.406937280364868
1,9,math:subject=intermediate_algebra,math,sample,0.38875103391232413
1,9,math:subject=intermediate_algebra,math,pkps,0.2063279924220481
1,9,math:subject=intermediate_algebra,math,ens,0.19196976123379214
1,9,math:subject=intermediate_algebra,math,irt,0.3778059762223133
1,9,math:subject=number_theory,math,sample,0.30501792114695336
1,9,math:subject=number_theory,math,pkps,0.2319160701288504
1,9,math:subject=number_theory,math,ens,0.19232979324203786
1,9,math:subject=number_theory,math,irt,0.24778666882708897
1,9,math:subject=prealgebra,math,sample,0.2606901725431358
1,9,math:subject=prealgebra,math,pkps,0.21801538319266667
1,9,math:subject=prealgebra,math,ens,0.18444166297623485
1,9,math:subject=prealgebra,math,irt,0.2117430560477456
1,9,math:subject=precalculus,math,sample,0.3484248255046217
1,9,math:subject=precalculus,math,pkps,0.19337365149617586
1,9,math:subject=precalculus,math,ens,0.15910965037414135
1,9,math:subject=precalculus,math,irt,0.3459044213876216
1,9,med_qa,med_qa,sample,0.42930107526881717
1,9,med_qa,med_qa,pkps,0.11630913868774644
1,9,med_qa,med_qa,ens,0.11532739179672716
1,9,med_qa,med_qa,irt,0.39904995488530026
1,9,wmt_14:language_pair=cs-en,wmt_14,sample,0.13379002952635308
1,9,wmt_14:language_pair=cs-en,wmt_14,pkps,0.05739620876279654
1,9,wmt_14:language_pair=cs-en,wmt_14,ens,0.05212193022523461
1,9,wmt_14:language_pair=de-en,wmt_14,sample,0.13839053961483222
1,9,wmt_14:language_pair=de-en,wmt_14,pkps,0.03750925413294861
1,9,wmt_14:language_pair=de-en,wmt_14,ens,0.03772573895170171
1,9,wmt_14:language_pair=fr-en,wmt_14,sample,0.12850071854040832
1,9,wmt_14:language_pair=fr-en,wmt_14,pkps,0.023686736768172085
1,9,wmt_14:language_pair=fr-en,wmt_14,ens,0.03058223122976651
1,9,wmt_14:language_pair=hi-en,wmt_14,sample,0.16517764745931718
1,9,wmt_14:language_pair=hi-en,wmt_14,pkps,0.10299868940625398
1,9,wmt_14:language_pair=hi-en,wmt_14,ens,0.09875228299598122
1,9,wmt_14:language_pair=ru-en,wmt_14,sample,0.1327913823645918
1,9,wmt_14:language_pair=ru-en,wmt_14,pkps,0.0688934226154533
1,9,wmt_14:language_pair=ru-en,wmt_14,ens,0.0663350107553144
1,10,legalbench:subset=abercrombie,legalbench,sample,0.3994340690435767
1,10,legalbench:subset=abercrombie,legalbench,pkps,0.16376002969543288
1,10,legalbench:subset=abercrombie,legalbench,ens,0.14384158998499794
1,10,legalbench:subset=abercrombie,legalbench,irt,0.34659423376244314
1,10,legalbench:subset=corporate_lobbying,legalbench,sample,0.3219534050179212
1,10,legalbench:subset=corporate_lobbying,legalbench,pkps,0.16193088412904216
1,10,legalbench:subset=corporate_lobbying,legalbench,ens,0.147703475534996
1,10,legalbench:subset=corporate_lobbying,legalbench,irt,0.4916643627179886
1,10,legalbench:subset=function_of_decision_section,legalbench,sample,0.4433691756272401
1,10,legalbench:subset=function_of_decision_section,legalbench,pkps,0.08143537514213883
1,10,legalbench:subset=function_of_decision_section,legalbench,ens,0.10254046294199712
1,10,legalbench:subset=function_of_decision_section,legalbench,irt,0.4302831077273322
1,10,legalbench:subset=international_citizenship_questions,legalbench,sample,0.4420250896057347
1,10,legalbench:subset=international_citizenship_questions,legalbench,pkps,0.11871456574561054
1,10,legalbench:subset=international_citizenship_questions,legalbench,ens,0.11959576298797431
